"EXT1","EXT2","EXT3","EXT4","EXT5","EXT6","EXT7","EXT8","EXT9","EXT10","EST1","EST2","EST3","EST4","EST5","EST6","EST7","EST8","EST9","EST10","AGR1","AGR2","AGR3","AGR4","AGR5","AGR6","AGR7","AGR8","AGR9","AGR10","CSN1","CSN2","CSN3","CSN4","CSN5","CSN6","CSN7","CSN8","CSN9","CSN10","OPN1","OPN2","OPN3","OPN4","OPN5","OPN6","OPN7","OPN8","OPN9","OPN10","EXT1_E","EXT2_E","EXT3_E","EXT4_E","EXT5_E","EXT6_E","EXT7_E","EXT8_E","EXT9_E","EXT10_E","EST1_E","EST2_E","EST3_E","EST4_E","EST5_E","EST6_E","EST7_E","EST8_E","EST9_E","EST10_E","AGR1_E","AGR2_E","AGR3_E","AGR4_E","AGR5_E","AGR6_E","AGR7_E","AGR8_E","AGR9_E","AGR10_E","CSN1_E","CSN2_E","CSN3_E","CSN4_E","CSN5_E","CSN6_E","CSN7_E","CSN8_E","CSN9_E","CSN10_E","OPN1_E","OPN2_E","OPN3_E","OPN4_E","OPN5_E","OPN6_E","OPN7_E","OPN8_E","OPN9_E","OPN10_E","dateload","screenw","screenh","introelapse","testelapse","endelapse","IPC","country","lat_appx_lots_of_err","long_appx_lots_of_err"
"3","1","5","3","5","1","5","3","3","1","5","5","5","5","5","1","5","3","1","1","1","5","3","5","1","3","1","5","5","5","3","5","5","5","3","3","5","3","3","5","3","1","5","1","5","1","3","3","5","5","5818","2017","984","1826","1280","1864","3544","3497","1895","5320","2666","1130","2833","2010","2497","1744","1168","3401","1488","2240","2331","2865","2920","1599","1873","2063","1480","3488","1513","2881","1928","4088","5833","2112","2248","4450","2441","2785","2080","4201","1391","4704","1104","2391","4114","2216","5817","2617","1561","920","2016-03-04 09:37:30","1366","768","4","132",11,1,"GB","51.5","-0.13"
"4","4","4","3","4","4","3","5","5","5","3","4","4","4","4","4","4","4","4","4","5","4","3","5","1","4","3","5","5","4","4","2","4","4","3","4","4","3","4","4","3","1","4","1","4","1","4","5","4","4","7991","2190","3300","2086","1866","1250","4901","3041","1744","1592","1867","4278","1808","2275","2576","1908","855","1116","1799","1474","1846","6175","2965","1216","3732","1250","3634","6050","2447","2427","1867","5076","2534","2331","2968","3493","1529","1292","2067","1682","2569","7388","1743","1943","1457","1698","1883","3976","1766","1244","2017-12-21 07:33:24","375","667","11","135",14,3,"MY","3.0383","101.7094"
"1","4","2","4","2","4","1","2","2","5","4","1","5","3","5","4","5","4","4","4","5","3","3","3","4","5","2","5","5","3","3","1","4","2","5","1","5","2","4","4","4","1","5","3","4","3","4","4","5","5","6651","3634","6017","2902","5883","3600","3138","5311","4035","2467","4129","2615","2664","6300","3539","2581","2719","3343","2464","2380","4601","4265","5464","4581","4231","2604","2803","5770","9664","4918","3782","4135","3486","3721","4795","4035","2596","5959","3101","5484","3937","4401","3135","3364","2334","4129","4853","3784","4319","3755","2017-10-05 16:55:21","375","667","5","206",13,3,"US","38.0","-97.0"
"3","2","1","3","2","3","3","4","2","5","5","3","5","3","4","5","4","4","5","2","3","2","3","3","4","3","3","3","4","0","4","1","3","3","3","3","5","3","5","4","2","4","1","3","3","5","2","1","5","1","4272","3213","3032","5557","4147","1742","2979","6670","4361","2248","1632","3056","2712","3050","3548","2576","3194","1798","5650","3859","4949","2398","3240","1728","9346","3769","2106","1302","3802","0","7520","3886","2274","1792","3338","11172","1900","1898","2510","2956","5251","4251","4706","2154","2210","3364","3132","4024","1878","3477","2017-07-07 14:07:27","1280","800","19","177",12,1,"US","40.715","-111.8934"
"1","4","1","4","1","4","1","5","2","5","5","1","5","1","4","4","3","3","3","4","4","3","3","3","5","5","4","2","4","3","2","2","4","5","3","1","5","2","4","3","5","2","3","2","3","3","4","4","5","2","4209","3410","2339","3388","7834","2450","3255","2376","4903","1513","7165","2913","2925","3155","1644","5822","18846","8301","4337","2377","18312","3156","2851","5336","6810","1388","4836","3138","5277","3362","3704","4411","6153","2486","7226","6408","2473","5858","4667","19784","2133","6958","7362","8995","3509","4698","1218","2204","3326","2449","2018-11-04 04:36:22","1024","768","33","255",15,1,"NONE","NONE","NONE"
"2","4","4","4","3","4","2","5","2","4","4","2","5","4","2","1","2","1","2","1","5","5","1","5","2","3","2","4","4","4","4","5","4","4","2","4","4","3","4","4","4","2","3","1","4","1","4","4","5","4","6186","6200","3209","4753","2594","2805","5702","3300","4812","3536","4097","7840","3039","3777","4471","2686","3777","2318","2847","2448","4903","5014","3677","3103","5462","2978","2466","4589","3807","11645","2333","3652","2663","2901","2102","4831","2902","5356","3262","6666","3026","4017","4766","9590","3649","4459","5624","6136","4959","1482","2017-03-07 05:14:21","1280","720","37","215",16,1,"US","40.0085","-75.2605"
"2","2","4","3","4","1","2","4","3","4","2","2","4","4","1","4","4","1","4","1","1","4","3","4","1","4","2","4","4","4","4","2","4","3","1","3","4","2","4","3","3","1","4","2","5","1","4","3","4","5","172691","1729","2554","3876","2507","2496","3787","3039","3545","2739","3700","3410","1245","3000","2984","1777","5335","2739","1400","3391","8077","2080","2799","3245","3565","2486","3379","11828","2498","2867","1371","6529","1912","3439","3439","3934","1895","3622","1776","2973","4012","3013","1670","4761","1991","3595","1993","2719","1797","1311","2016-11-17 10:48:53","1366","768","178","331",7,182,"US","38.2009","-84.8733"
"3","4","5","4","4","3","2","5","1","4","1","5","4","5","2","2","1","1","1","1","1","5","1","5","1","5","1","5","5","4","4","1","4","1","5","1","4","1","4","4","5","3","3","3","2","4","4","4","4","3","86310","1606","4203","4895","2100","3828","7127","3816","3756","1948","3380","2389","3006","1999","3733","4749","2100","1686","2519","1267","2758","3625","2165","3521","2751","1725","5035","1429","2566","1957","3586","3876","4356","1889","1998","3525","1604","2331","1762","2378","4639","7479","3337","2520","10741","3878","2562","3695","1875","1453","2018-06-04 08:27:46","1536","864","6","245",9,1,"GB","51.5142","-0.0931"
"3","3","4","1","5","2","5","3","4","4","2","5","3","5","1","3","2","3","3","1","2","5","2","2","4","3","3","3","2","5","4","1","3","1","5","1","1","3","2","4","3","4","5","1","5","5","5","2","5","5","8260","8851","4731","4065","3061","3654","9611","7237","6946","7959","6868","4722","4122","7384","4797","5426","4353","6679","4523","2437","9271","5410","25337","6467","10156","5122","10151","6556","5827","25036","7901","9178","9510","4418","23593","5932","4017","44706","24040","6123","7486","11105","6189","4337","4463","4314","3432","4288","4932","2806","2018-03-05 13:18:02","1366","768","16","420",19,1,"DK","55.6777","12.5709"
"4","1","4","2","5","2","3","5","1","4","4","2","5","3","3","4","4","4","3","3","1","3","2","5","2","5","2","5","5","4","2","3","4","3","2","2","3","3","4","3","3","2","3","2","3","1","4","4","5","4","3086","3501","1338","2997","1346","1930","2054","2996","3264","3146","4468","4180","5452","2124","4355","2113","3906","1379","1536","1125","2472","16236","8982","1354","2334","1350","2044","1431","4389","3147","7480","16216","5954","2546","3442","20083","1822","2113","996","2487","1927","9597","1491","1909","697","5348","6380","1707","1944","1021","2017-12-01 10:13:37","1366","768","5","196",16,2,"US","37.723","-122.4842"
"2","3","2","4","2","2","1","5","2","5","4","2","5","2","2","2","4","4","5","4","2","3","3","4","3","4","4","4","5","2","5","4","4","3","2","4","5","1","4","5","3","2","4","1","2","2","4","3","5","4","3638","3228","4469","3751","1866","6387","2934","3290","2639","1474","1335","2641","2894","2481","1874","2939","6281","7469","3511","1297","1546","6729","4442","1774","5901","2635","3162","2267","1812","3711","1653","4917","6630","2884","3590","4991","2416","3834","3454","5968","3529","2255","1693","4112","8421","4526","1819","6561","2537","1084","2018-08-19 01:37:31","1423","800","9","180",12,1,"SG","1.2931","103.8558"
"3","3","4","3","3","2","3","3","3","3","2","4","2","3","3","2","3","3","3","2","2","4","3","4","2","4","2","3","3","3","3","3","4","3","3","3","3","3","2","3","4","2","5","3","4","1","5","4","4","4","5725","1495","3294","1424","3034","5668","2470","2681","2089","2904","1904","2101","2198","1231","3133","1686","1506","1199","1182","1944","3210","10217","1675","2191","5814","3239","2043","2091","2806","1185","1478","3494","1527","2369","784","12004","1074","2565","2657","1259","1714","3140","3018","5550","1064","2604","2013","1799","3115","1636","2017-09-24 16:42:30","1366","768","3","141",11,38,"NZ","-36.8641","174.7621"
"5","1","5","1","5","2","5","1","5","4","4","2","3","1","5","5","4","4","5","4","3","1","5","5","4","1","5","2","3","5","1","5","5","3","4","5","4","4","1","1","5","1","4","3","5","1","5","5","4","5","10343","3507","5663","5350","2714","5967","7356","4638","7555","5873","5191","6812","4903","21044","4305","3390","18623","3112","2665","4036","9606","10530","5247","4779","17625","7012","3807","6645","6128","8739","4606","27308","3611","28132","15302","5328","5187","18619","23748","7309","3642","6346","4547","6799","3600","3786","3463","2567","4456","4547","2017-03-08 15:51:15","360","640","5","398",4,1,"FR","48.86","2.35"
"1","2","3","4","1","4","1","4","1","4","4","2","3","3","2","3","2","2","5","2","2","3","3","3","4","2","3","2","3","3","3","1","3","2","2","2","5","3","1","3","4","2","3","2","2","3","4","2","3","2","4335","6048","4096","3232","5584","2224","5792","3719","5576","2537","2505","2921","3369","5600","3136","1696","8873","1472","4576","1535","5231","2305","4832","5584","2472","2216","5208","3393","2976","1360","1839","4487","4472","2393","4016","6280","3480","3688","1752","4560","2312","3903","3447","3407","4424","1952","2655","4440","60552","4584","2018-01-30 22:27:28","1366","768","5","245",8,1,"US","41.5382","-72.807"
"3","2","4","2","5","2","4","4","4","2","5","2","4","4","2","2","2","2","2","1","1","4","2","4","1","4","1","4","4","4","4","4","4","2","2","4","5","2","4","4","4","2","3","2","3","2","4","2","4","4","5538","4483","2200","3646","1645","2170","2833","3584","2492","2062","6448","5160","1726","3430","4073","1405","2011","2929","1019","2894","4653","3960","2941","1172","3134","4033","4274","3655","1974","4972","1584","2247","1644","3262","5587","4771","2512","4682","959","4610","8383","2326","2609","7648","2560","3318","2127","1613","5496","5384","2018-09-12 17:30:26","1440","900","136","171",6,2,"CA","43.6425","-79.3872"
"2","2","5","3","5","2","3","5","3","5","4","2","5","5","4","4","2","3","5","5","5","5","4","5","5","5","1","4","5","5","3","1","5","5","3","4","4","3","4","3","3","3","5","5","5","1","4","3","5","5","18911","6112","4865","2373","9154","2694","8070","3503","6368","2183","3166","4369","2417","3462","3846","5303","3181","3592","2435","1965","2376","2896","2533","2482","799","3938","6634","2715","2098","5047","756","7643","947","3371","5986","4811","1516","4520","2684","5486","5095","6002","3782","3801","2347","2524","3655","2734","901","1437","2018-09-27 09:13:20","375","667","9","201",15,1,"US","38.0","-97.0"
"1","3","4","5","2","4","2","4","2","4","1","4","1","4","2","1","1","1","1","1","1","4","1","4","1","4","1","5","4","4","4","2","4","1","5","1","4","1","4","5","5","1","5","1","4","2","5","5","4","5","29415","3347","5162","4085","2020","6904","5466","3628","5343","2049","6412","12075","1517","4472","4040","4091","6292","1649","4531","1502","2548","3488","1709","5943","3582","1199","4827","3197","1899","2011","5776","2659","4262","5130","2397","3888","2814","1857","1831","3537","1795","2801","2918","4000","2700","8384","3272","1987","5869","7095","2017-01-14 15:32:13","1280","800","33","233",9,1,"NO","59.95","10.75"
"1","4","1","4","1","5","1","4","1","5","4","2","5","1","4","5","4","3","5","4","1","3","3","3","3","5","3","3","2","4","1","5","2","4","1","5","2","4","2","2","4","3","4","2","3","3","4","4","5","4","3096","2418","3249","1719","1682","2999","3385","2295","3064","2650","4083","2300","3150","2663","2099","1418","2142","1948","5198","1481","3665","2286","2466","4097","3533","1617","5556","7402","3201","3081","2400","2367","1900","1515","2719","3400","3058","2054","3682","5467","2162","3917","2467","2316","2434","2783","2108","2184","3752","2587","2017-05-09 07:26:47","1680","1050","2","146",13,2,"US","33.5806","-112.2374"
"3","2","3","3","3","3","2","2","4","3","4","4","4","3","2","4","5","4","5","3","5","4","2","5","1","4","2","4","5","3","3","3","3","3","1","5","4","3","5","4","2","3","4","2","3","2","3","2","3","4","5708","3677","4173","4730","4333","1017","4921","4228","2843","2483","2547","3896","3588","3418","657","2655","2089","2487","2098","3434","13873","3620","8833","6178","5602","2586","6567","3320","4180","3875","3612","4097","2867","2113","8738","4573","3901","3450","3724","5325","4029","7896","2531","5717","5205","4987","3512","3903","4440","19299","2016-03-22 11:34:19","1366","768","4","229",17,15,"US","38.8817","-92.402"
"1","5","3","4","1","5","1","3","3","5","4","3","4","2","3","4","4","4","4","4","3","5","4","3","3","3","2","3","4","2","3","4","5","4","3","5","4","2","4","4","3","2","5","1","5","1","3","2","5","5","7759","1847","8394","4022","3446","2283","10233","2626","8165","2845","1798","2088","2357","2435","2475","6254","4862","2005","3181","821","1807","2156","3214","3266","9125","2313","3921","4021","4025","2381","2097","3079","4118","2673","1429","4772","2943","2135","8470","3025","5250","2581","2358","3595","2031","2069","2198","4110","6021","1660","2018-03-01 12:27:28","360","640","16","183",8,1,"US","39.746","-75.5466"
"4","3","3","3","3","2","3","3","4","5","4","3","5","2","3","3","2","2","4","2","1","3","2","5","1","4","2","4","5","3","3","2","4","2","2","2","3","4","4","4","3","2","3","2","4","2","4","3","4","4","3162","1821","3290","4028","3444","2239","4144","3427","3275","3393","5082","2555","3626","2859","2623","3625","8741","2506","1821","1437","4645","2875","2824","2256","5197","30381","3961","5030","2021","4176","1990","3743","3844","3108","2772","3008","2158","3778","1790","2356","2672","3831","2858","3290","88257","1939","3125","4495","2657","1187","2017-11-19 18:36:46","1440","900","18","275",12,1,"US","33.5989","-117.28"
"3","4","4","2","3","3","4","4","3","4","2","2","3","4","4","2","4","3","2","3","0","4","3","3","1","4","3","3","3","4","4","3","4","4","2","3","4","2","3","2","4","1","5","3","5","2","4","2","4","4","5876","21661","24811","3891","3261","3052","5600","4407","10860","2081","5361","20151","52396","56869","5134","6983","1771","2606","2262","1548","0","3186","3284","4092","6870","11643","43014","34854","2899","11419","8902","5501","6349","2535","35702","32477","2732","19123","4280","5965","3233","5668","11411","42380","3637","9381","2855","4522","8404","3029","2018-04-17 03:01:45","1280","800","242","582",9,39,"EG","30.8358","30.6421"
"2","5","1","5","2","4","1","5","1","4","5","3","5","1","3","3","4","4","2","4","2","2","1","5","2","5","2","2","5","2","1","5","2","4","1","5","1","4","3","4","3","1","5","1","4","1","3","3","5","5","3653","2824","4104","2168","1480","2697","3192","2289","1424","2584","1728","2457","2505","2791","2440","696","1808","2792","3169","2368","2876","3568","1552","1929","3728","1816","4801","2792","3432","2048","2705","2040","5927","4800","2840","6232","9855","14055","4280","3232","2935","5055","2584","2057","3367","3263","2720","2784","2663","2471","2017-07-20 07:02:08","1600","900","3","165",6,1,"US","32.9143","-96.7366"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2017-07-10 14:37:43","1600","900","1","3",6,1,"BR","-23.5477","-46.6358"
"4","3","3","4","3","2","2","4","4","4","3","3","4","3","2","2","3","2","2","3","2","4","2","5","1","5","2","4","4","4","4","4","4","3","3","3","3","3","2","4","4","4","4","2","3","4","4","2","3","4","3508","2892","4964","3092","1632","2758","13882","2318","3982","3610","2200","2630","1940","2784","3474","2468","3074","2206","2114","2620","3810","3008","1624","3566","3128","2024","3542","2116","2036","2020","3340","2382","2024","2298","4178","5488","966","2338","1776","3012","2130","3358","1592","3810","1166","1980","2220","1590","4436","3810","2018-04-21 19:41:11","1280","720","6","150",11,1,"US","40.9256","-96.28"
"4","3","4","2","3","2","4","3","2","3","2","4","3","3","3","2","4","3","4","2","2","4","3","4","3","4","3","4","2","4","4","3","4","2","2","3","3","3","4","3","4","3","3","4","3","3","3","3","4","4","8294","3366","50507","955","3218","3306","4571","9464","1155","3497","1734","674","2772","2757","4737","6410","3253","2424","1546","1783","3057","4179","2412","7820","2864","830","2503","3015","5516","4613","2572","3154","3133","2635","5350","6504","1979","4725","3052","3980","3473","7167","2599","8740","3748","2278","4533","4304","2802","1998","2016-10-28 07:24:24","1366","768","3","233",14,25,"US","28.5101","-81.3578"
"4","1","5","2","5","2","5","5","1","1","3","3","5","4","2","4","0","1","1","1","1","5","3","5","1","4","1","5","5","5","4","3","5","3","5","1","5","1","3","5","5","1","5","1","3","1","5","4","4","5","14435","2079","4439","22232","2737","63160","4879","3264","3175","8136","14823","11880","2864","38113","18016","4864","0","5688","4088","7847","6582","2248","5656","3528","2984","7696","3009","44495","2896","3375","4705","96265","2809","12072","18911","8456","11167","20569","3737","15121","12905","4416","2688","3119","2816","4440","7481","3232","11864","2025","2017-02-17 04:15:22","1440","900","10","569",15,1,"FR","48.7333","2.6333"
"2","2","4","3","3","1","3","3","3","2","2","4","2","4","1","1","1","1","1","1","2","4","1","4","1","4","1","4","4","4","5","3","4","1","3","1","4","1","5","4","4","1","5","1","4","1","4","4","5","5","14403","6924","5617","4836","7337","7064","8236","5699","9689","4317","6589","2533","4350","4895","3481","3271","5219","2950","4270","882","1246","5102","3801","3448","7749","3468","4646","9136","2934","2605","16656","3536","5486","4722","4367","9465","3716","5379","2845","10844","3791","7897","3816","3848","3504","5597","3417","2267","4733","1982","2018-03-26 17:39:24","768","1024","42","267",18,1,"US","34.6976","-117.9068"
"4","1","4","1","4","1","4","2","5","2","1","4","2","4","1","2","2","1","3","1","1","4","2","4","2","4","2","4","4","4","4","4","4","4","2","4","4","2","3","3","4","2","4","2","4","1","4","4","3","5","8759","1325","1995","1564","17253","3919","2402","3249","3584","1723","18957","3290","3201","4631","2203","1588","2459","2563","2211","1732","6977","1477","3178","1628","1614","1509","89522","2147","2394","2538","3193","3520","2044","1939","1381","1509","2020","2675","2954","2060","23841","839","2404","3153","1014","1613","1078","1093","4287","1253","2018-09-05 19:13:20","1440","900","9","266",17,1,"US","34.3647","-89.5375"
"4","1","5","1","5","1","5","1","5","1","2","3","5","1","3","5","2","2","5","1","1","5","2","4","2","4","3","4","5","3","5","3","5","3","1","3","5","2","4","5","1","4","5","4","3","1","4","2","3","5","10657","2459","5635","8296","2932","2373","3722","3382","1111","5565","15645","4984","2132","4595","3378","2926","4204","19356","2114","5083","6953","3369","5679","4916","6925","6129","6848","3909","2982","6052","2905","16523","2764","6142","10300","5990","2813","22336","4377","20679","14379","5008","3561","3877","2632","5923","5126","4544","6317","2341","2016-04-21 07:51:21","375","667","23","315",360,11,"US","38.4039","-96.1817"
"1","4","1","4","2","4","1","4","2","4","4","3","4","3","4","3","4","3","4","2","3","2","1","4","4","3","4","4","3","1","1","4","3","4","1","3","4","5","1","3","2","2","4","1","2","2","3","2","4","2","2854","3966","4334","8448","2154","2570","9662","10354","6868","14094","2070","4394","4688","4432","5446","9400","2132","5608","7060","1798","1066","2316","3158","5446","3318","7514","1846","7048","3748","17382","1126","2606","77203088","3722","4028","3478","2510","22024","1172","59052","3976","4922","1532","2338","3172","3162","18322","1614","4678","374512","2018-04-21 14:51:08","1366","768","97352","77907",17,1,"BR","-23.5477","-46.6358"
"3","4","4","3","3","2","2","3","4","4","2","3","3","2","3","2","2","2","2","2","2","4","1","4","3","4","2","3","3","3","3","3","3","2","3","1","3","1","3","4","5","1","4","2","4","2","4","4","4","4","4831","4786","1469","2353","1918","1534","6457","2967","3704","3236","4422","2669","9689","4067","4387","2754","4222","4303","5008","2703","3384","1969","1986","18747","4877","31977","2952","3802","2134","4072","4198","3687","2451","3638","9267","7705","3018","23623","2917","2284","3037","6653","2120","3840","35766","1883","4988","4035","3152","3236","2017-08-08 07:14:49","1920","1080","53","285",14,1,"US","39.9556","-86.0139"
"3","4","3","5","2","3","1","5","1","5","5","2","5","2","4","5","5","3","5","4","5","4","2","3","2","5","2","5","5","4","3","4","3","2","1","3","3","3","3","3","3","3","5","3","3","1","3","2","4","3","13317","6409","3325","2792","4407","4038","4783","3336","2944","2967","1792","936","2585","4688","5849","4511","2432","4017","5354","5033","3320","2578","3952","9922","8207","2847","4584","5042","3312","5553","2153","9088","3049","4248","2674","6258","3145","27906","2848","5129","2904","3148","6561","2723","3051","4072","6297","3977","4097","5321","2017-11-15 12:18:01","1093","614","18","245",15,1,"US","34.8791","-77.5906"
"4","1","5","1","5","1","5","2","5","2","5","2","5","2","2","2","4","4","4","2","1","5","2","5","1","5","1","4","5","5","5","2","5","1","2","2","5","2","4","5","5","2","2","4","5","2","4","4","5","5","3462","1657","1977","1787","2299","1488","3112","1255","1798","1637","874","1255","1285","1106","2701","2760","2069","2371","894","1557","2508","1666","1355","2328","1917","1404","1847","8856","14170","1607","1826","3342","1566","4999","2138","3374","1466","14852","2320","1637","922","3311","2830","2377","1334","1417","4307","1305","1758","3034","2017-03-13 10:00:13","1366","768","15","136",7,10,"US","38.0","-97.0"
"3","2","3","4","3","3","1","0","1","5","5","1","5","4","5","5","4","3","5","5","1","3","1","5","1","5","1","5","5","3","4","1","4","1","4","3","5","0","5","3","3","3","3","3","3","4","4","1","5","3","2795","6372","3724","6131","2446","3441","4469","0","4881","1493","3683","4942","1901","5301","2926","10715","1831","5591","1896","6001","10955","6310","3796","2721","3289","2604","4459","4190","2525","6593","7004","4207","5341","7797","6822","7192","3503","0","4008","4737","3349","4358","2281","2387","2142","4121","3735","3342","2440","1465","2017-09-05 11:01:05","1280","800","11","210",20,1,"US","40.7934","-77.86"
"3","1","2","3","2","2","1","4","4","5","5","4","5","2","5","4","4","5","5","4","2","4","4","4","1","4","2","5","3","4","3","5","5","3","1","2","5","4","4","3","4","5","4","3","3","3","2","3","4","2","4913","4369","4056","3528","4679","4192","6969","6479","3816","3987","7264","4376","2568","4658","3528","4434","3792","3992","3094","3891","15433","6135","7182","3497","6776","4344","4119","3792","5368","3451","1829","6680","4408","6167","4800","7537","3200","4760","2753","4045","8840","4226","2952","4919","3912","4029","3401","7496","5695","4189","2016-05-24 17:32:40","1366","768","111","246",14,1,"AU","-33.8666","151.2082"
"4","2","4","2","4","2","4","2","4","2","1","4","2","4","2","2","2","2","2","2","1","4","2","4","2","3","2","4","3","4","4","2","4","2","3","2","4","2","2","4","5","3","4","3","4","2","5","4","4","3","6121","369842","3051","2195","1082","2247","2295","1448","2728","1279","5504","3815","1371","5095","1458","1577","6131","22588","1021","1305","1995","5075","1150","2697","2485","2296","1928","3986","2395","1233","2829","2646","2584","1374","1740","2795","1276","1580","4154","1325","1975","12064","1661","5614","1692","1155","1966","2984","3069","2181","2016-05-24 10:03:40","1600","900","3","525",315,1,"US","42.3608","-93.0996"
"3","1","4","3","4","1","2","3","3","5","2","5","5","3","2","3","5","4","3","3","2","4","4","4","3","4","3","3","5","4","3","4","5","4","2","5","4","2","3","3","4","1","5","1","4","1","5","4","4","5","27522","1114","2044","2391","2152","1702","2951","2182","4193","1127","2774","6311","1457","2357","4976","6345","2055","946","3269","1481","3071","1427","1704","3336","3943","3489","3301","3642","1785","2973","4054","2188","4750","1985","1769","1753","1747","3450","4068","5021","2994","1697","3383","6823","1323","1462","1306","1495","3685","1333","2018-02-06 07:18:01","1440","900","314","166",19,1,"PH","7.11","125.6489"
"4","3","1","3","1","2","2","3","4","5","5","3","5","1","4","4","5","5","5","5","3","4","3","5","1","4","2","4","4","4","2","5","5","5","2","4","3","3","4","3","4","2","4","1","3","3","4","3","5","5","6945","2794","2683","864","2258","3136","6590","4210","3379","3376","3411","2850","2677","2817","3380","2502","2312","2524","2165","2018","3321","3160","2477","5663","2879","2705","4773","12074","10449","3492","7940","3234","2733","3175","3097","3943","6060","6727","3728","6322","2937","5779","7117","3748","2660","2896","3162","2707","6260","1997","2017-12-28 18:50:43","360","640","16","202",8,1,"US","40.2741","-76.8616"
"3","3","4","3","4","2","3","2","1","4","5","1","5","3","4","4","3","2","4","3","1","5","1","5","2","5","2","3","2","4","4","2","5","2","4","1","4","3","4","4","3","2","3","2","4","2","2","3","4","3","21804","6236","4324","7517","4580","4534","6816","4541","4858","4060","3352","6021","5836","3752","6227","4610","4675","7336","2460","3504","8649","4648","4262","4267","8145","4790","5462","9668","5629","5234","4746","4798","3744","4555","5938","5950","4910","8056","5484","11053","3966","6576","5152","4884","6177","9863","6215","5094","3962","3422","2016-06-09 15:36:29","1280","800","6","294",23,2,"US","36.3274","-119.6457"
"4","2","3","4","5","1","5","4","4","4","3","2","3","2","1","1","4","4","2","4","2","4","1","4","3","4","2","4","5","5","2","2","5","2","1","2","4","4","2","4","5","1","5","1","5","1","5","5","5","5","7432","3164","3181","3151","11928","5814","5272","14112","7950","60763","4110","20399","8521","2981","10045","10495","6559","2171","4688","3047","4026","12456","3008","2574","6900","2389","4067","5574","5770","40447","3131","8103","3469","11492","8601","11852","11173","6187","31109","28070","3652","23680","2321","4003","8025","3331","5647","2157","2773","1704","2018-10-28 19:11:57","1360","768","49","465",17,1,"BG","42.7","23.3333"
"4","1","4","1","4","1","3","2","4","2","2","4","5","4","2","5","2","2","5","1","1","5","4","4","1","5","1","5","4","4","5","5","5","3","1","3","5","2","5","5","5","4","5","4","4","1","4","5","3","5","5730","2653","4089","7530","2327","2812","5853","2752","4235","6998","6273","2689","2279","3849","4536","2570","3753","2221","2281","2426","3592","2704","3993","1749","3465","2413","5150","2932","3318","2739","3510","4742","2716","3003","3208","5298","2292","3632","52105","2425","5309","3149","3776","3957","2690","3825","4379","3692","3851","3006","2018-07-23 03:03:44","1366","768","7","232",22,1,"GB","51.5142","-0.0931"
"2","2","3","4","4","3","2","4","1","4","4","5","5","4","2","3","2","3","4","1","1","5","1","5","1","5","1","5","4","5","3","5","4","5","1","3","4","4","4","4","4","1","4","1","3","3","4","4","4","4","3056","2928","4064","1968","6176","1383","3224","2088","3128","1520","3640","1472","1744","1896","2168","5055","2680","1240","2032","1480","11006","3120","832","1175","1688","7872","2072","1799","2024","2680","1711","2151","2536","1848","2584","5272","2440","8479","935","2544","1680","2960","1296","16008","1728","2304","2112","5536","1248","1176","2017-04-20 17:22:36","1600","900","2","158",45,4,"US","42.1618","-70.7939"
"5","3","5","2","4","3","5","3","4","2","1","5","1","1","1","1","2","1","1","1","5","4","1","5","1","4","1","5","5","5","5","1","5","4","4","1","5","1","5","4","5","1","5","1","5","1","5","1","5","5","7080","7072","14478","5756","8440","5871","3486","13227","5588","4253","1100","9708","2785","6622","9107","4754","13677","36113","2703","5638","4003","4170","3203","5554","6605","17931","5105","10659","6872","6589","22485","8807","4069","6705","6322","10074","5671","5638","3253","14812","7323","6990","4237","6105","6240","4137","4287","21750","7022","2635","2016-08-29 05:35:28","2560","1440","15","398",32,34,"US","34.0091","-84.0088"
"1","4","4","5","3","2","5","3","4","5","4","4","2","3","1","1","1","1","1","3","2","5","1","5","1","1","1","5","5","5","1","2","5","2","4","4","4","5","2","4","3","1","4","1","5","1","5","4","5","5","12475","3159","4930","3936","3481","2335","9251","6786","4308","5119","2961","3449","3208","3416","3821","4986","4133","1855","3507","6287","6194","3130","3125","2726","5246","4900","4022","3025","2789","3059","3960","3439","4898","4425","3125","4583","1422","13726","9019","20288","3683","3041","2580","3520","3848","1914","5805","3064","2663","1713","2018-05-19 09:28:19","1280","720","11","234",14,1,"US","45.5234","-122.6762"
"1","5","2","5","3","5","1","5","1","5","2","3","5","1","4","3","5","4","4","1","3","3","3","2","4","5","3","3","3","3","4","3","4","2","2","4","3","1","5","3","4","2","4","1","3","1","3","3","5","3","3476","4504","3560","3784","1297","1632","2841","3320","2007","1623","3535","4024","2496","1425","2247","5672","1929","2328","1904","2304","1655","3233","3809","3248","7368","1783","2127","5888","2256","2305","3225","5831","3168","4008","3497","4984","2552","3800","2049","680","3528","4815","1920","4231","1409","751","2559","1905","2216","1200","2018-03-16 15:05:38","1440","900","51","149",10,1,"US","34.9339","-78.8226"
